,subsr,asset_nm,ct_cl,genre_of_ct_cl,use_tms,SMRY,ACTR_DISP,disp_rtm,strt_dt
578,66056000,허리 돌림에 젖어버린 폭유아내(예고),영화,성인,60,"우연히 몰래 창문으로 운동하는 앞집 여자를 훔쳐보다 눈이 마주쳐버렸다. 어느 날, 엘리베이터에서 만난 앞집 여자는 같이 운동을 하자고 제안한다. 운동이 끝난 후 여자는 나를 덮쳐오고, 나를 꼼짝도 못 하게 만들곤 압도적인 허리 놀림으로 사정에 이르게 만드는데...",카노 아이,00:01,20240107123740
579,66056000,허리 돌림에 젖어버린 폭유아내(예고),영화,성인,60,"우연히 몰래 창문으로 운동하는 앞집 여자를 훔쳐보다 눈이 마주쳐버렸다. 어느 날, 엘리베이터에서 만난 앞집 여자는 같이 운동을 하자고 제안한다. 운동이 끝난 후 여자는 나를 덮쳐오고, 나를 꼼짝도 못 하게 만들곤 압도적인 허리 놀림으로 사정에 이르게 만드는데...",카노 아이,00:01,20240107123931
580,66056000,허리 돌림에 젖어버린 폭유아내(예고),영화,성인,60,"우연히 몰래 창문으로 운동하는 앞집 여자를 훔쳐보다 눈이 마주쳐버렸다. 어느 날, 엘리베이터에서 만난 앞집 여자는 같이 운동을 하자고 제안한다. 운동이 끝난 후 여자는 나를 덮쳐오고, 나를 꼼짝도 못 하게 만들곤 압도적인 허리 놀림으로 사정에 이르게 만드는데...",카노 아이,00:01,20240107132102
581,66056000,허리 돌림에 젖어버린 폭유아내(예고),영화,성인,11,"우연히 몰래 창문으로 운동하는 앞집 여자를 훔쳐보다 눈이 마주쳐버렸다. 어느 날, 엘리베이터에서 만난 앞집 여자는 같이 운동을 하자고 제안한다. 운동이 끝난 후 여자는 나를 덮쳐오고, 나를 꼼짝도 못 하게 만들곤 압도적인 허리 놀림으로 사정에 이르게 만드는데...",카노 아이,00:01,20240107124655
587,62248000,내 머리 속의 지우개,영화,멜로,44,"내 머리 속에 지우개가 있대... 도시락은 밥만 2개 싸주고 매일 가는 집조차 찾지 못하고 헤매는 귀여운 아내, 수진. 철수는 대수롭지 않게 생각하지만 수진의 건망증은 점점 심각해지는데...","정우성,손예진",01:57,20240131115629
588,62226000,아델라인-멈춰진 시간,영화,드라마,6368,"아델라인, 멈춰진 시간. 우연한 사고 이후 늙지 않게 된 아델라인은 올해로 107세가 됐지만, 여전히 29세의 미모를 간직하고 있다. 신분과 거주지를 바꾸며 외롭게 살아가던 아델라인은 엘리스와 사랑에 빠지게 된다. 아델라인은 그에게 자신의 비밀을 고백하려 하는데...","블레이크 라이블리,미치엘 휘즈먼,해리슨 포드,엘렌 버스틴,리처드 하몬,케시 베이커,아만다 크루,린다 보이드",01:52,20240123141349
589,60801000,(FREE)하모니(무료),영화,드라마,1,"18개월이 되면 아기를 입양 보내야 하는 정혜, 가족마저도 등을 돌린 사형수 문옥, 저마다 아픈 사연을 가진 채 살아가는 여자교도소에 합창단이 결성되면서 사랑하는 이들을 위해 가슴 찡한 감동의 무대를 만들어가는데...","김윤진,나문희,강예원,정수영",01:55,20240110012312
599,61136000,모델급 여신 동거녀의 오르가즘,영화,성인,7,귀여운 그녀와의 야릇한 동거 생활! 퇴근 후 돌아온 남자는 그녀를 깨워 밥을 차려준다. 고마운 그녀는 식탁 밑으로 들어가 남자의 물건을 맛있게 빨아주며 먹어준다. 그녀는 흥분해서 알몸으로 벗은 채 남자가 보는 앞에서 다리 벌리고 자위를 하는데...,아야노 나나,00:54,20240106144746
600,65838000,썬다운(예고),영화,드라마,8,서비스 해지 시까지 시청 가능. 부유한 영국인 닐은 여동생 앨리스 가족과 멕시코 바닷가에서 휴가를 즐기던 중 어머니 사망 소식을 듣는다. 닐은 여권을 잃어버렸다며 가족들을 먼저 영국으로 보내고 자신은 유유히 어느 해변으로 들어가 일광욕을 즐기는데...,"팀 로스,샤를로뜨 갱스부르",00:01,20240121163607
601,65838000,썬다운(예고),영화,드라마,60,서비스 해지 시까지 시청 가능. 부유한 영국인 닐은 여동생 앨리스 가족과 멕시코 바닷가에서 휴가를 즐기던 중 어머니 사망 소식을 듣는다. 닐은 여권을 잃어버렸다며 가족들을 먼저 영국으로 보내고 자신은 유유히 어느 해변으로 들어가 일광욕을 즐기는데...,"팀 로스,샤를로뜨 갱스부르",00:01,20240119212730
659,60784000,백치원앙,영화,멜로,333,같은 동네에서자란 대침과 연화는 혼인을 약조한 사이이다. 최진사는 대를 이어줄 아들이 반편 백치인지라 혼인을 시키지 못하던 중 성품이 포악한 강초시로 인해 집안이 몰락한 연화와 혼인을 시키는데...,"이대근,손영춘",01:40,20240121235042
660,60784000,백치원앙,영화,멜로,407,같은 동네에서자란 대침과 연화는 혼인을 약조한 사이이다. 최진사는 대를 이어줄 아들이 반편 백치인지라 혼인을 시키지 못하던 중 성품이 포악한 강초시로 인해 집안이 몰락한 연화와 혼인을 시키는데...,"이대근,손영춘",01:40,20240122000320
670,66056000,슈퍼 마리오 브라더스,영화,애니메이션,14,뉴욕의 평범한 배관공 형제 마리오와 루이지는 배수관 고장으로 위기에 빠진 도시를 구하려다 미스터리한 초록색 파이프 안으로 빨려 들어가게 된다. 새로운 세상으로 차원 이동하게 된 형제. 형 마리오는 뛰어난 리더십을 지닌 피치가 통치하는 버섯 왕국에 도착하지만...,"크리스 프랫,안야 테일러 조이,잭 블랙,세스 로건,찰리 데이,키건 마이클 키",03:05,20240128143730
693,66056000,너는 달밤에 빛나고,영화,멜로,15,"몸에서 빛이 나는 발광병으로 살 시간이 얼마 남지 않은 소녀, 마미즈. 가족이 떠난 슬픔으로 시간이 멈추어 버린 소년, 타쿠야. 푸르고 푸른 시절, 한 장의 롤링 페이퍼로 만나 서로에게 빛이 된 소년소녀의 처음, 그리고 마지막 봄날의 이야기.","나가노 메이,키타무라 타쿠미,오이카와 미츠히로,하세가와 쿄코,카이 쇼우마,마츠모토 호노카",01:41,20240102170925
694,66056000,너는 달밤에 빛나고,영화,멜로,14,"몸에서 빛이 나는 발광병으로 살 시간이 얼마 남지 않은 소녀, 마미즈. 가족이 떠난 슬픔으로 시간이 멈추어 버린 소년, 타쿠야. 푸르고 푸른 시절, 한 장의 롤링 페이퍼로 만나 서로에게 빛이 된 소년소녀의 처음, 그리고 마지막 봄날의 이야기.","나가노 메이,키타무라 타쿠미,오이카와 미츠히로,하세가와 쿄코,카이 쇼우마,마츠모토 호노카",01:41,20240102171031
695,66056000,음탕한 유부녀들의 유혹(예고),영화,성인,60,하야세의 집 앞에 분리수거를 안한 쓰레기봉투와 경고문이 붙어 있다. 봉투 안을 살펴보니 기저귀와 여자 팬티가 들어 있었고 위층 쓰레기라 생각한 하야세는 직접 찾아갔다. 위층 부인에게 따지려고 했지만 그녀는 다짜고짜 댄스 의상을 골라 달라고 하는데...,리오 카스미아,00:01,20240122032812
697,66056000,채담의섹스일타강의(예고),영화,성인,60,배우 채담은 과거에 알고 지낸 성인 감독에게 연락을 받고 약속 장소에 나온다. 이 감독은 과거에 성인 배우로 활동한 경력이 있다. 둘은 예전부터 배우와 배우로 감독과 배우로 친하게 지냈었다. 최근에 연락이 뜸해 초반에는 어색했지만 금방 둘은 친해지는데...,"채담,용팔",00:01,20240123044004
712,61136000,50대 어머님들 입소문 난 짐승남 마사지,영화,성인,117,중년 아줌마들에게 특히 인기가 있다는 마사지 업소. 젊고 힘 좋은 남자 직원에게 마사지를 받다 보면 어머님들의 숨소리가 사정없이 거칠어져 있다고 한다.,"히노 모미지,마키노 사요",00:47,20240119151229
713,61136000,50대 어머님들 입소문 난 짐승남 마사지,영화,성인,137,중년 아줌마들에게 특히 인기가 있다는 마사지 업소. 젊고 힘 좋은 남자 직원에게 마사지를 받다 보면 어머님들의 숨소리가 사정없이 거칠어져 있다고 한다.,"히노 모미지,마키노 사요",00:47,20240105140253
714,66056000,거래처 G컵 여직원 1박 2일 성접대(예고),영화,성인,0,아내와 관계가 좋지 않은 상태에서 출장지에 만난 여성 담당자의 유혹이 너무 설렌다. 결국 유혹에 넘어가 버리고 그녀와 1박 2일 동안 수없이 즐기게 된다. 다음 출장도 그녀가 담당해 주면 너무 좋겠다.,루카와 리오,00:00,20240114073856
715,66056000,거래처 G컵 여직원 1박 2일 성접대(예고),영화,성인,0,아내와 관계가 좋지 않은 상태에서 출장지에 만난 여성 담당자의 유혹이 너무 설렌다. 결국 유혹에 넘어가 버리고 그녀와 1박 2일 동안 수없이 즐기게 된다. 다음 출장도 그녀가 담당해 주면 너무 좋겠다.,루카와 리오,00:00,20240114074115
716,66056000,거래처 G컵 여직원 1박 2일 성접대(예고),영화,성인,0,아내와 관계가 좋지 않은 상태에서 출장지에 만난 여성 담당자의 유혹이 너무 설렌다. 결국 유혹에 넘어가 버리고 그녀와 1박 2일 동안 수없이 즐기게 된다. 다음 출장도 그녀가 담당해 주면 너무 좋겠다.,루카와 리오,00:00,20240114073727
717,64399000,사전답사 중 교감에게 조교 당하는 여교사,영화,성인,315,남편과의 성격차이로 잠시 부부사이가 냉랭한 시기에 유부녀 여교사 스미레는 학교 수학여행 사전 답사를 위해 교감선생님과 동행한다. 사전 답사를 마치고 숙소를 찾은 두 사람은 숙소 예약이 잘못되는 바람에 같은 방을 쓰게 된다.,미즈카와 스미레,01:00,20240126232618
718,66273000,사전답사 중 교감에게 조교 당하는 여교사,영화,성인,96,남편과의 성격차이로 잠시 부부사이가 냉랭한 시기에 유부녀 여교사 스미레는 학교 수학여행 사전 답사를 위해 교감선생님과 동행한다. 사전 답사를 마치고 숙소를 찾은 두 사람은 숙소 예약이 잘못되는 바람에 같은 방을 쓰게 된다.,미즈카와 스미레,01:00,20240121142357
719,66273000,사전답사 중 교감에게 조교 당하는 여교사,영화,성인,550,남편과의 성격차이로 잠시 부부사이가 냉랭한 시기에 유부녀 여교사 스미레는 학교 수학여행 사전 답사를 위해 교감선생님과 동행한다. 사전 답사를 마치고 숙소를 찾은 두 사람은 숙소 예약이 잘못되는 바람에 같은 방을 쓰게 된다.,미즈카와 스미레,01:00,20240121141442
720,66273000,사전답사 중 교감에게 조교 당하는 여교사,영화,성인,65,남편과의 성격차이로 잠시 부부사이가 냉랭한 시기에 유부녀 여교사 스미레는 학교 수학여행 사전 답사를 위해 교감선생님과 동행한다. 사전 답사를 마치고 숙소를 찾은 두 사람은 숙소 예약이 잘못되는 바람에 같은 방을 쓰게 된다.,미즈카와 스미레,01:00,20240121141326
723,65696000,이웃사람,영화,공포/스릴러,6441,"죽은 소녀도, 살인마도, 그를 막는 사람들도 모두 이웃사람. 202호 소녀의 죽음, 열흘 간격으로 발생하는 연쇄살인사건... 강산맨션의 이웃사람들은 수십만원대의 수도세, 사건발생일마다 배달시키는 피자, 사체가 담긴 가방과 똑같은 가방을 사간 102호 남자를 의심하는데...","김윤진,마동석,천호진,김성균,김새론,임하룡,장영남,도지한",01:50,20240104202235
724,60846000,(FREE)피끓는청춘(무료),영화,코미디,17,"청춘은 원래 뜨겁고 힘이 남아돈다 1982년 충청도를 뒤흔든 전설의 대박 사건 영숙은 충청도를 접수한 여자 일진이지만, 홍성농고 전설의 카사노바 중길을 바라보며 애만 태운다. 한편 홍성공고 싸움짱 광식은 좀처럼 마음을 열지 않는 영숙이 야속하기만 한데...","박보영,이종석,이세영",02:02,20240104113026
727,65999000,(FREE)리틀 포레스트(무료),영화,드라마,642,"시험, 연애, 취업. 뭐하나 뜻대로 되지 않는 일상을 잠시 멈추고 고향으로 돌아온 혜원은 오랜 친구인 재하와 은숙을 만난다. 친구들과 함께 직접 키운 농작물로 한 끼 한 끼를 만들어 먹으며 겨울에서 봄, 그리고 여름, 가을을 보내고 다시 겨울을 맞이하게 되는데...","김태리,류준열,문소리,진기주,전국향,장재희",01:43,20240114170521
728,61779000,(FREE)리틀 포레스트(무료),영화,드라마,24,"시험, 연애, 취업. 뭐하나 뜻대로 되지 않는 일상을 잠시 멈추고 고향으로 돌아온 혜원은 오랜 친구인 재하와 은숙을 만난다. 친구들과 함께 직접 키운 농작물로 한 끼 한 끼를 만들어 먹으며 겨울에서 봄, 그리고 여름, 가을을 보내고 다시 겨울을 맞이하게 되는데...","김태리,류준열,문소리,진기주,전국향,장재희",01:43,20240114204817
729,61779000,(FREE)리틀 포레스트(무료),영화,드라마,939,"시험, 연애, 취업. 뭐하나 뜻대로 되지 않는 일상을 잠시 멈추고 고향으로 돌아온 혜원은 오랜 친구인 재하와 은숙을 만난다. 친구들과 함께 직접 키운 농작물로 한 끼 한 끼를 만들어 먹으며 겨울에서 봄, 그리고 여름, 가을을 보내고 다시 겨울을 맞이하게 되는데...","김태리,류준열,문소리,진기주,전국향,장재희",01:43,20240121000549
730,61779000,(FREE)리틀 포레스트(무료),영화,드라마,46,"시험, 연애, 취업. 뭐하나 뜻대로 되지 않는 일상을 잠시 멈추고 고향으로 돌아온 혜원은 오랜 친구인 재하와 은숙을 만난다. 친구들과 함께 직접 키운 농작물로 한 끼 한 끼를 만들어 먹으며 겨울에서 봄, 그리고 여름, 가을을 보내고 다시 겨울을 맞이하게 되는데...","김태리,류준열,문소리,진기주,전국향,장재희",01:43,20240120230919
731,62248000,(FREE)리틀 포레스트(무료),영화,드라마,9,"시험, 연애, 취업. 뭐하나 뜻대로 되지 않는 일상을 잠시 멈추고 고향으로 돌아온 혜원은 오랜 친구인 재하와 은숙을 만난다. 친구들과 함께 직접 키운 농작물로 한 끼 한 끼를 만들어 먹으며 겨울에서 봄, 그리고 여름, 가을을 보내고 다시 겨울을 맞이하게 되는데...","김태리,류준열,문소리,진기주,전국향,장재희",01:43,20240104171407
